,loc,species,treatment,animal_id,sl,size,activity,comment
436,AIMS 2015,acantho,control,565,10.5,small,40.60136986,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
437,AIMS 2015,acantho,control,568,10.5,small,22.49431818,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
438,AIMS 2015,acantho,control,569,10.5,small,27.52045455,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
439,AIMS 2015,acantho,control,572,10.5,small,27.06781609,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
440,AIMS 2015,acantho,control,573,10.5,small,16.12045455,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
441,AIMS 2015,acantho,control,612,12,small,17.04827586,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
442,AIMS 2015,acantho,control,613,12,small,31.13977273,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
443,AIMS 2015,acantho,control,616,12,small,27.63295455,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
444,AIMS 2015,acantho,control,617,12,small,24.88636364,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
445,AIMS 2015,acantho,control,620,12,small,29.85568182,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
446,AIMS 2015,acantho,control,621,12,small,18.85340909,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
447,AIMS 2015,acantho,control,644,12.5,small,34.14431818,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
448,AIMS 2015,acantho,control,645,12.5,small,24.92045455,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
449,AIMS 2015,acantho,control,648,12.5,small,25.41363636,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
450,AIMS 2015,acantho,control,649,12.5,small,13.50114943,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
451,AIMS 2015,acantho,control,652,12.5,small,25.30340909,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
452,AIMS 2015,acantho,control,653,12.5,small,25.49318182,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
453,AIMS 2015,acantho,control,656,12.5,small,21.40227273,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
454,AIMS 2015,acantho,control,657,12.5,small,33.71445783,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
455,AIMS 2015,acantho,control,682,14,small,33.63409091,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
456,AIMS 2015,acantho,control,683,14,small,36.64886364,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
457,AIMS 2015,acantho,control,686,14,small,26.71931818,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
458,AIMS 2015,acantho,control,687,14,small,23.76024096,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
459,AIMS 2015,acantho,control,690,14,small,34.37297297,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
460,AIMS 2015,acantho,control,691,14,small,25.43863636,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
461,LIRS 2016,acantho,CO2,107,9,small,28.67297297,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
462,LIRS 2016,acantho,CO2,106,9,small,26.81891892,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
463,LIRS 2016,acantho,CO2,112,9,small,17.22432432,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
464,LIRS 2016,acantho,CO2,111,9,small,20.9,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
465,LIRS 2016,acantho,CO2,117,8.5,small,22.32432432,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
466,LIRS 2016,acantho,CO2,116,8.5,small,54.63783784,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
467,LIRS 2016,acantho,CO2,122,9,small,27.025,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
468,LIRS 2016,acantho,CO2,121,9,small,26.35,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
469,LIRS 2016,acantho,CO2,127,9,small,32.10555556,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
470,LIRS 2016,acantho,CO2,126,9,small,22.82972973,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
471,LIRS 2016,acantho,CO2,132,9,small,30.08648649,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
472,LIRS 2016,acantho,CO2,131,9,small,34.58918919,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
473,LIRS 2016,acantho,CO2,137,8,small,26.64166667,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
474,LIRS 2016,acantho,CO2,136,8,small,21.32162162,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
475,LIRS 2016,acantho,CO2,141,9,small,40.48108108,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
476,LIRS 2016,acantho,CO2,147,8,small,31.92162162,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
477,LIRS 2016,acantho,CO2,146,8,small,48.67027027,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
478,LIRS 2016,acantho,CO2,152,9,small,37.61891892,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
479,LIRS 2016,acantho,CO2,151,9,small,45.47027027,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
480,LIRS 2016,acantho,CO2,157,8,small,22.78648649,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
481,LIRS 2016,acantho,CO2,156,8,small,37.14054054,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
482,LIRS 2016,acantho,CO2,162,8,small,28.68108108,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
483,LIRS 2016,acantho,CO2,149,14,small,45.22432432,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
484,LIRS 2016,acantho,CO2,163,14,small,34.96486486,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
485,LIRS 2016,whitedams,CO2,257,8,small,16.66571429,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
486,LIRS 2016,whitedams,CO2,256,8,small,27.98378378,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
487,LIRS 2016,whitedams,CO2,262,8,small,38.95675676,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
488,LIRS 2016,whitedams,CO2,261,8,small,17.39189189,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
489,LIRS 2016,whitedams,CO2,267,9,small,24.68333333,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
490,LIRS 2016,whitedams,CO2,266,9,small,24.24054054,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
491,LIRS 2016,whitedams,CO2,272,8,small,31.73243243,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
492,LIRS 2016,whitedams,CO2,271,8,small,25.80540541,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
493,LIRS 2016,whitedams,CO2,277,8,small,26.49459459,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
494,LIRS 2016,whitedams,CO2,276,8,small,39.525,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
495,LIRS 2016,whitedams,CO2,282,8,small,10.52162162,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
496,LIRS 2016,whitedams,CO2,281,8,small,30.56486486,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
497,LIRS 2016,whitedams,CO2,287,8.5,small,38.8,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
498,LIRS 2016,whitedams,CO2,286,8.5,small,46.48918919,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
499,LIRS 2016,whitedams,CO2,292,9,small,18.30540541,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
500,LIRS 2016,whitedams,CO2,291,9,small,34.36216216,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
501,LIRS 2016,whitedams,CO2,297,8,small,28.68378378,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
502,LIRS 2016,whitedams,CO2,296,8,small,39.39459459,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
503,LIRS 2016,whitedams,CO2,301,8,small,26.58108108,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
504,LIRS 2016,whitedams,CO2,307,8.5,small,18.91351351,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
505,LIRS 2016,whitedams,CO2,306,8.5,small,29.04054054,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
506,LIRS 2016,whitedams,CO2,312,8,small,4.645945946,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
507,LIRS 2016,whitedams,CO2,311,8,small,33.26216216,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
508,LIRS 2016,whitedams,CO2,372,8,small,34.27027027,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
509,LIRS 2016,whitedams,CO2,371,8,small,25.66756757,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
510,LIRS 2016,whitedams,CO2,377,8.5,small,19.32162162,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
511,LIRS 2016,whitedams,CO2,376,8.5,small,36.62432432,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
512,LIRS 2016,whitedams,CO2,382,9,small,42.48378378,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
513,LIRS 2016,whitedams,CO2,381,9,small,21.76216216,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
514,LIRS 2016,whitedams,CO2,387,9.5,small,45.42432432,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
515,LIRS 2016,whitedams,CO2,386,9.5,small,25.87027027,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
516,LIRS 2016,whitedams,CO2,392,7.5,small,32.54864865,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
517,LIRS 2016,whitedams,CO2,391,7.5,small,36.95405405,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
518,LIRS 2016,acantho,control,52,8,small,25.66666667,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
519,LIRS 2016,acantho,control,51,8,small,39.12972973,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
520,LIRS 2016,acantho,control,57,9,small,24.55277778,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
521,LIRS 2016,acantho,control,56,9,small,36.81111111,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
522,LIRS 2016,acantho,control,62,8.5,small,26.66388889,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
523,LIRS 2016,acantho,control,61,8.5,small,44.93783784,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
524,LIRS 2016,acantho,control,67,9,small,17.91081081,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
525,LIRS 2016,acantho,control,66,9,small,50.31351351,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
526,LIRS 2016,acantho,control,72,13,small,17.04054054,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
527,LIRS 2016,acantho,control,71,10,small,39.01081081,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
528,LIRS 2016,acantho,control,64,14,small,40.99189189,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
529,LIRS 2016,acantho,control,63,14,small,40.41081081,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
530,LIRS 2016,acantho,control,69,13.5,small,43.30909091,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
531,LIRS 2016,acantho,control,77,9,small,30.58108108,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
532,LIRS 2016,acantho,control,76,9,small,43.83783784,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
533,LIRS 2016,acantho,control,82,9,small,27.69459459,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
534,LIRS 2016,acantho,control,81,9,small,36.95405405,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
535,LIRS 2016,acantho,control,87,9,small,25.17567568,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
536,LIRS 2016,acantho,control,86,9,small,38.51621622,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
537,LIRS 2016,acantho,control,92,8.5,small,34.95675676,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
538,LIRS 2016,acantho,control,91,8.5,small,40.19189189,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
539,LIRS 2016,acantho,control,97,9,small,18.91764706,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
540,LIRS 2016,acantho,control,96,9,small,47.87777778,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
541,LIRS 2016,acantho,control,102,9,small,24.27297297,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
542,LIRS 2016,acantho,control,101,9,small,31.1,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
543,LIRS 2016,whitedams,control,197,9,small,27.91666667,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
544,LIRS 2016,whitedams,control,196,9,small,36.84444444,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
545,LIRS 2016,whitedams,control,202,8,small,31.90540541,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
546,LIRS 2016,whitedams,control,201,8,small,44.22432432,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
547,LIRS 2016,whitedams,control,212,8,small,39.88648649,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
548,LIRS 2016,whitedams,control,211,8,small,50.40810811,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
549,LIRS 2016,whitedams,control,217,9.5,small,38.58648649,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
550,LIRS 2016,whitedams,control,216,9.5,small,47.67837838,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
551,LIRS 2016,whitedams,control,222,9,small,30.01351351,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
552,LIRS 2016,whitedams,control,221,9,small,28.30810811,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
553,LIRS 2016,whitedams,control,227,9,small,2.402777778,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
554,LIRS 2016,whitedams,control,226,9,small,27.74594595,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
555,LIRS 2016,whitedams,control,232,8.5,small,33.23243243,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
556,LIRS 2016,whitedams,control,231,8.5,small,24.13055556,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
557,LIRS 2016,whitedams,control,237,8,small,31.5972973,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
558,LIRS 2016,whitedams,control,236,8,small,15.8,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
559,LIRS 2016,whitedams,control,242,8.5,small,28.02162162,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
560,LIRS 2016,whitedams,control,241,8.5,small,12.56486486,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
561,LIRS 2016,whitedams,control,247,9,small,18.3,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
562,LIRS 2016,whitedams,control,246,9,small,23.97297297,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
563,LIRS 2016,whitedams,control,252,8,small,16.88108108,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
564,LIRS 2016,whitedams,control,251,8,small,36.32432432,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
565,LIRS 2016,whitedams,control,224,14,small,29.67567568,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
566,LIRS 2016,whitedams,control,317,9,small,41.16764706,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
567,LIRS 2016,whitedams,control,316,9,small,30.28378378,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
568,LIRS 2016,whitedams,control,322,8,small,21.66216216,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
569,LIRS 2016,whitedams,control,321,8,small,35.06756757,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
570,LIRS 2016,whitedams,control,327,8,small,39.48648649,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
571,LIRS 2016,whitedams,control,326,8,small,39.88648649,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
572,LIRS 2016,whitedams,control,332,8,small,35.63888889,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
573,LIRS 2016,whitedams,control,331,8,small,41.61388889,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
574,LIRS 2016,whitedams,control,337,9,small,43.60540541,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
575,LIRS 2016,whitedams,control,336,9,small,3.932432432,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
576,LIRS 2016,acantho,control,342,10.5,small,31.32432432,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
577,LIRS 2016,acantho,control,341,10.5,small,33.38333333,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
578,LIRS 2016,acantho,control,347,10,small,47.40540541,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
579,LIRS 2016,acantho,control,346,10,small,18.62777778,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
580,LIRS 2016,acantho,control,352,11,small,32.85675676,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
581,LIRS 2016,acantho,control,351,11,small,34.67567568,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
582,LIRS 2016,acantho,control,357,9,small,32.90833333,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
583,LIRS 2016,acantho,control,356,14,small,27.92432432,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
584,LIRS 2016,whitedams,control,362,8.5,small,32.49459459,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
585,LIRS 2016,whitedams,control,361,8.5,small,27.87027027,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
586,LIRS 2016,whitedams,control,367,8,small,39.5972973,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
587,LIRS 2016,whitedams,control,366,8,small,23.51621622,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
588,LIRS 2016,acantho,control,348,14.5,small,37.03611111,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
589,LIRS 2016,acantho,control,353,14,small,41.5,37min means of sml+lrg dur; from Activity for JJ stats.xlsx